lat,long,Centre Name,Address,Postal Code
1.27935389,103.846196,KINDERLAND PRESCHOOL,"7, MAXWELL ROAD, #06 - 02, ANNEXE B MND COMPLEX, S 069111",69111
1.302453695,103.9056385,KINDERLAND PRESCHOOL,"87, MARINE PARADE CENTRAL, #03 - 203, S 440087",440087
1.319489585,103.8419753,Kinderland Preschool,"55, NEWTON ROAD, #05 - 01/05, REVENUE HOUSE, S 307987",307987
1.435077886,103.7866196,KINDERLAND PRESCHOOL,"900, SOUTH WOODLANDS DRIVE, #05 - 03, WOODLANDS CIVIC CENTRE, S 730900",730900
1.390456092,103.8539735,KINDERLAND PRESCHOOL,"449, YIO CHU KANG ROAD, S 805946",805946
1.357575573,103.8840385,KINDERLAND PRESCHOOL,"202, HOUGANG STREET 21, #03 - 00, S 530202",530202
1.350923536,103.8739683,KINDERLAND PRESCHOOL,"587, UPPER SERANGOON ROAD, CRESTAR BUILDING, S 534564",534564
1.319843715,103.7793267,KINDERLAND PRESCHOOL,"3, PandanValley, #02 - 316, S 597627",597627
1.391397526,103.9003743,KINDERTOWN EDUCARE PTE. LTD.,"363, LORONG BUANG KOK, S 547686",547686
1.40248288,103.7444732,KINDERYEARS CHILDCARE & DEVELOPMENT CENTRE,"679, CHOA CHU KANG CRESCENT, #01 - 602, S 680679",680679
1.344043369,103.7695439,KINGDOM EDUCATION PTE. LTD.,"182, JALAN JURONG KECHIL, #01 - 67, THE HILLFORD, S 596152",596152
1.445622899,103.798141,K-JOY EDUCARE PTE LTD,"768, WOODLANDS AVENUE 6, #02 - 01, WOODLANDS MART, S 730768",730768
1.305706688,103.8549433,LAVENDER MEADOWS ACADEMY PTE. LTD.,"633, VEERASAMY ROAD, #01 - 134, S 200633",200633
1.394433752,103.895864,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,"260D, SENGKANG EAST WAY, #01 - 468, S 544260",544260
1.428680729,103.7785687,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,"24, CEDARWOOD GROVE, S 738375",738375
1.381256225,103.8324167,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,"1, TUNG PO AVENUE, MUN WAH GARDEN, S 787149",787149
1.340011424,103.6938026,Little Footprints Preschool Pte Ltd,"976,JURONG WEST STREET 93,#01-381,",640976
1.392189417,103.9015422,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,"420, PUNGGOL ROAD, S 546674",546674
1.305239391,103.7650318,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,"6, JUBILEE ROAD, S 128531",128531
1.314841715,103.8791235,LITTLE FOOTPRINTS PRESCHOOL@ALJUNIED PTE LTD,"165, SIMS AVENUE, #01 - 01, HARVEST CARE CENTRE, S 387606",387606
1.428839242,103.8458099,LITTLE FOOTPRINTS SCHOOLHOUSE (366 PTE. LTD.,"366, YISHUN RING ROAD, #01 - 1510, S 760366",760366
1.377923452,103.8753898,LITTLE FOOTPRINTS SCHOOLHOUSE (AMK PTE. LTD.,"7030, ANG MO KIO AVENUE 5, #01 - 32/33, NORTHSTAR @ AMK, S 569880",569880
1.393746764,103.9140016,LITTLE FOOTPRINTS SCHOOLHOUSE (PUNGGOL PTE. LTD.,"168D, PUNGGOL FIELD, #02 - 663, S 824168",824168
1.39234173,103.9033313,LITTLE FOOTPRINTS SCHOOLHOUSE (ST. ANNE'S PTE. LTD.,"74, ST. ANNE'S WOOD, S 545215",545215
1.323297342,103.7393881,LITTLE FOOTPRINTS SCHOOLHOUSE (TEBAN GARDEN PTE. LTD.,"22A, TEBAN GARDENS ROAD, #01 - 01, S 601022",601022
1.433148902,103.7952096,LITTLE FOOTPRINTS SCHOOLHOUSE (WOODLAND PTE. LTD.,"551, WOODLANDS DRIVE 44, #01 - 42, S 730551",730551
1.429163428,103.8470115,LITTLE FOOTPRINTS SCHOOLHOUSE (Y388 PTE. LTD.,"388, YISHUN RING ROAD, #01 - 1671, S 760388",760388
1.429955015,103.8279204,LITTLE FOOTPRINTS SCHOOLHOUSE (YISHUN PTE. LTD.,"701A, YISHUN AVENUE 5, #02 - 04, S 761701",761701
1.285034349,103.8116093,Little Gems Preschool @ Redhill Pte Ltd,"3791, JALAN BUKIT MERAH, #01 - 05, E-CENTRE @ REDHILL, S 159471",159471
1.386540326,103.8447164,LITTLE GEMS PRESCHOOL PTE LTD,"3, ANG MO KIO STREET 62, #01 - 09, LINK@AMK, S 569139",569139
1.36408619,103.8566924,LITTLE GENIUS EDUCARE CENTRE,"470, ANG MO KIO AVENUE 10, #01 - 904, S 560470",560470
1.358946371,103.7503658,LITTLE GREENHOUSE @ BUKIT BATOK PTE LTD,"373, BUKIT BATOK STREET 31, #03 - 244, S 650373",650373
1.35043775,103.7181138,LITTLE GREENHOUSE @ JW 502 PTE. LTD.,"502, JURONG WEST AVENUE 1, #02 - 813, S 640502",640502
1.347353171,103.7239522,LITTLE GREENHOUSE @ JW PTE. LTD.,"478, JURONG WEST STREET 41, #01 - 276, S 640478",640478
1.374619466,103.8725726,LITTLE GREENHOUSE @ S540 PTE LTD,"540, SERANGOON NORTH AVENUE 4, #01 - 101, S 550540",550540
1.371710816,103.8712334,LITTLE GREENHOUSE @ S553 PTE LTD,"553, SERANGOON NORTH AVE 3, #01 - 75, S 550553",550553
1.391676514,103.9003822,Little Greenhouse @ Sengkang Pte. Ltd.,"2, JALAN MERDU, S 548651",548651
1.357647873,103.936891,LITTLE GREENHOUSE @ TAMPINES PTE. LTD.,"707, TAMPINES STREET 71, #01 - 78, S 520707",520707
1.433334881,103.7736741,LITTLE GREENHOUSE @ WOODLANDS PTE. LTD.,"161, WOODLANDS STREET 13, #01 - 633, S 730161",730161
1.414759614,103.834649,LITTLE GREENHOUSE CHILDCARE & DEVELOPMENT PTE. LTD.,"832, YISHUN STREET 81, #01 - 448, S 760832",760832
1.280045649,103.7889568,Little Kinder Montessori @ PP LLP,"51, CHWEE CHIAN ROAD, S 119759",119759
1.357526856,103.7585073,LITTLE KINDER MONTESSORI LLP,"55, CHU LIN ROAD, BAMBOO GROVE PARK , S 669949",669949
1.403116254,103.9022874,LITTLE MIGHTY ME PTE. LTD.,"274B, PUNGGOL PLACE, #02 - 816, S 822274",822274
1.377923452,103.8753898,LITTLE MOPPETS @ NORTHSTAR PTE. LTD.,"7030, ANG MO KIO AVENUE 5, #01 - 45 , NORTHSTAR @ AMK, S 569880",569880
1.315551478,103.9278183,LITTLE PADDINGTON PRESCHOOL EC PTE LTD,"26A, JALAN ULU SIGLAP, S 457184",457184
1.36596355,103.8849871,LITTLE PADDINGTON PRESCHOOL SERANGOON PTE. LTD.,"4, JALAN TANI, S 548542",548542
1.297975059,103.8151438,LITTLE PADDINGTON PRESCHOOL TANGLIN PARK PTE LTD,"314, TANGLIN ROAD, #01 - 17, S 247977",247977
1.335495893,103.7926315,LITTLE PADDINGTON PRESCHOOL TANGLIN PTE LTD,"236, TURF CLUB ROAD, #00 - 0, S 287985",287985
1.309696997,103.9235483,LITTLE PALM PRE-SCHOOL PTE LTD,"20, EAST COAST AVENUE, S 459210",459210
1.436780959,103.8436189,LITTLE PETALS PRESCHOOL PTE. LTD.,"6, YISHUN INDUSTRIAL STREET 1, #01 - 06, NORTH VIEW BIZHUB, S 768090",768090
1.371626181,103.9501139,LITTLE PRESCHOOL PTE. LTD,"530C, PASIR RIS DRIVE 1, #01 - 396, PASIR RIS ONE, S 513530",513530
1.332808727,103.8760905,LITTLE SAGE INTERNATIONAL PRESCHOOL,"22, LICHI AVENUE, S 348796",348796
1.354614727,103.8426786,Little Sage International Preschool@Bishan,"16, PEMIMPIN PLACE, S 576013",576013
1.383046915,103.7704644,LITTLE SEEDS @ NOAH'S ARK,"439, FAJAR ROAD, #01 - 422, S 670439",670439
1.379394696,103.8391572,LITTLE SEEDS @ THE SALVATION ARMY,"610, ANG MO KIO AVENUE 4, #01 - 1227, S 560610",560610
1.349929546,103.756979,LITTLE SEEDS @ THE SALVATION ARMY,"247, BUKIT BATOK EAST AVENUE 5, #01 - 86, S 650247",650247
1.380312246,103.7680736,LITTLE SEEDS @ THE SALVATION ARMY,"402, FAJAR ROAD, #01 - 217, S 670402",670402
1.35105017,103.946049,LITTLE SEEDS @ THE SALVATION ARMY,"159, TAMPINES ST 12, #01 - 95, S 521159",521159
1.356313495,103.9354839,Little Seeds Preschool,"727, TAMPINES STREET 71, #01 - 11, S 520727",520727
1.347792667,103.7195911,Little Seeds Preschool,"511, JURONG WEST ST 52, #01 - 80, S 640511",640511
1.334414605,103.8686943,Little Seeds Preschool,"105, POTONG PASIR AVE 1, #01 - 436, S 350105",350105
1.42047273,103.8405299,Little Seeds Preschool,"662, YISHUN AVENUE 4, #01 - 235, S 760662",760662
1.346018807,103.7503524,Little Seeds Preschool,"211, BUKIT BATOK STREET 21, #01 - 252, S 650211",650211
1.332353549,103.8741513,Little Seeds Preschool @ Calvary Baptist Church,"48, WAN THO AVENUE, S 347592",347592
1.269573763,103.8145114,Little Seeds Preschool @ Capstone,"63, Wishart Road, S 098717",98717
1.31669293,103.8383237,Little Seeds Preschool @ Gilstead,"25, GILSTEAD ROAD, S 309070",309070
1.434228886,103.838544,Little Shepherds' Schoolhouse@Church of Our Lady Star of the Sea,"235, YISHUN STREET 21, #01 - 440/2, S 760235",760235
1.367801733,103.7680957,Little Shepherds’ Schoolhouse @ St Joseph’s Church,"600, UPPER BUKIT TIMAH ROAD, S 679331",679331
1.429451795,103.7787113,Little Shepherds’ Schoolhouse@Church of St Anthony,"331, WOODLANDS AVE 1, #01 - 421, S 730331",730331
1.350571741,103.7271728,LITTLE TALENT CHILDCARE & DEVELOPMENT CENTRE,"420, JURONG WEST STREET 42, #01 - 1013, S 640420",640420
1.328434582,103.8713262,LITTLE TREASURES CHILDCARE (MACPHERSON PTE LTD,"70, MACPHERSON ROAD, #02 - 01, MACPHERSON ROAD POST OFFICE, S 348475",348475
1.444519965,103.7944457,LITTLE TREASURES CHILDCARE @ WDLS CIRCLE PTE LTD,"749, WOODLANDS CIRCLE, #01 - 604, S 730749",730749
1.434758401,103.8027211,LEAP KIDS PRESCHOOL @ WOODLANDS PTE LTD,"11, WOODLANDS CLOSE, #01 - 40, WOODLANDS 11, S 737853",737853
1.323584799,103.9189817,LEAP KIDS PRESCHOOL @JALAN LANA PTE. LTD.,"5, JALAN LANA, S 419037",419037
1.311305165,103.8564218,LEAP SCHOOLHOUSE @ CITY SQUARE MALL PTE LTD,"180, KITCHENER ROAD, #B2 - 19/20, CITY SQUARE MALL, S 208539",208539
1.381247752,103.9456395,Learning Adventure Preschool Pte Ltd,"15, Pasir Ris Way, Pasir Ris Beach Park, , S518531",518531
1.34239284,103.7762505,LEARNING HUB@GRACELAND PTE. LTD.,"144, Upper Bukit Timah Road, #04 - 05/06/07, Beauty World Shopping Centre, S 588177",588177
1.353166375,103.9426883,LEARNING KIDZ ACADEMY PTE. LTD.,"5, TAMPINES CENTRAL 1, #05 - 01/05, TAMPINES PLAZA, S 529541",529541
1.348495448,103.8755669,LEARNING KIDZ CHILD DEVELOPMENT CENTRE LLP,"423, SERANGOON CENTRAL, #01 - 342, S 550423",550423
1.389354985,103.8492772,LEARNING KIDZ EDUCARE PTE. LTD.,"10, ANG MO KIO ST 65, #01 - 04, TECHPOINT, S 569059",569059
1.371785516,103.8477757,LEARNING KIDZ EDUCENTRE PTE. LTD.,"61, ANG MO KIO AVENUE 8, #03 - 01, S 569814",569814
1.268826038,103.8119162,LEARNING SEEDS CHILD DEVELOPMENT CENTRE PTE.LTD.,"3, BUKIT CHERMIN ROAD, S 109923",109923
1.380340907,103.8480833,LEARNING VISION @ WORK PTE .LTD.,"180, ANG MO KIO AVE 8, S 569830",569830
1.27735928,103.7964447,LEARNING VISION @ WORK PTE LTD,"100G, PASIR PANJANG ROAD, #01 - 07/08, INTERLOCAL CENTRE, S 118523",118523
1.320130765,103.8407939,LEARNING VISION @ WORK PTE LTD,"12, GENTLE ROAD, S 309198",309198
1.39602238,103.8918341,LEARNING VISION @ WORK PTE LTD,"1, ANCHORVALE STREET, #04 - 21, SENGKANG COMMUNITY HOSPITAL, S 544835",544835
1.338208089,103.9651917,LEARNING VISION @ WORK PTE LTD,"7, CHANGI BUSINESS PARK VISTA, #02 - 01, SOOKEE HQ, S 486042",486042
1.352949368,103.6892235,LEARNING VISION @ WORK PTE LTD,"94, Nanyang Crescent, S 637034",637034
1.335533819,103.7438655,LEARNING VISION @ WORK PTE LTD,"1, JURONG EAST STREET 21, S 609606",609606
1.378056142,103.7389318,LEARNING VISION @ WORK PTE LTD,"475, CHOA CHU KANG AVE 3, #02 - 14, S 680475",680475
1.280966223,103.8493925,LEARNING VISION @ WORK PTE. LTD.,"101, Cecil Street, #01 - 02, Tong Eng Building, S 069533",69533
1.289039879,103.7905017,LEARNING VISION @ WORK PTE. LTD.,"81, SCIENCE PARK DRIVE, #01 - 03, THE CHADWICK, S 118257",118257
1.292774313,103.784084,LEARNING VISION @ WORK PTE. LTD.,"1, LOWER KENT RIDGE ROAD, #07 - 01, S 119082",119082
1.325888671,103.8007472,LEARNING VISION @ WORK PTE. LTD.,"673 Bukit Timah Road, Hwa Chong Institution Boarding School, Hall D, S 269735",269735
1.321715977,103.845389,LEARNING VISION @ WORK PTE. LTD.,"11, JALAN TAN TOCK SENG 4TH LEVEL, TAN TOCK SENG HOSPITAL, S 308433",308433
1.319452327,103.892135,LEARNING VISION @ WORK PTE. LTD.,"11, EUNOS ROAD 8, #04 - 04, S 408601",408601
1.337875063,103.9644698,LEARNING VISION @ WORK PTE. LTD.,"15A, CHANGI BUSINESS PARK CENTRAL 1, #01 - 01, THE EIGHTRIUM, S 486035",486035
1.387912016,103.8440335,LEARNING VISION @ WORK PTE. LTD.,"5, ANG MO KIO ST 62, #04 - 04, NCS HUB BLOCK C, S 569141",569141
1.346392344,103.7807642,LEARNING VISION @ WORK PTE. LTD.,"131, RIFLE RANGE ROAD, #03 - 01, TEMASEK CLUB, S 588406",588406
1.430840066,103.7934163,LEARNING VISION @ WORK PTE. LTD.,"548, Woodlands Drive 44, #02 - 20, Vista Point, S 730548",730548
1.362491004,103.9897073,LEARNING VISION @ WORK PTE. LTD.,"UPPER BASEMENT LEVEL, WEST WING, TERMINAL 1, S CHANGI AIRPORT, S 819642",819642
1.304511276,103.79146,LEARNING VISION @ WORK PTE. LTD.,"11, BIOPOLIS WAY, #02 - 01&03, HELIOS, S 138667",138667
1.316760399,103.9276645,LEARNINGHILL EDUCARE PTE LTD,"6, LAKME STREET, S 456903",456903
1.376105664,103.9535174,LEARNINGHILL PASIR RIS PTE LTD,"60, Pasir Ris Drive 3, #02Aranda Country Club, S 519497",519497
1.276054802,103.8487613,LeClare @ Shenton Pte. Ltd.,"7,SHENTON WAY,SINGAPORE CONFERENCE HALL, S 068810",68810
1.312896761,103.9241113,LES PETITS GAULOIS PTE. LTD.,"895, EAST COAST ROAD, S 459098",459098
1.345512397,103.7588975,LICDO @ BB PRESCHOOL TEAM PTE. LTD.,"288E, BUKIT BATOK STREET 25, #01 - 66, S 654288",654288
1.389900447,103.9060703,LICDO @ RIVERVALE PRESCHOOL TEAM PTE. LTD.,"145, RIVERVALE DRIVE, #01 - 529, S 540145",540145
1.333708035,103.907541,LICDO @BEDOK PRESCHOOL TEAM PTE. LTD.,"656, JALAN TENAGA, #01 - 104, S 410656",410656
1.302054695,103.8519307,LIFE CHILD CARE CENTRE,"138 Prinsep Street, #01 - 00, S 188659",188659
1.300614371,103.8422281,MINDCHAMPS PRESCHOOL @ CONCORDE HOTEL (ORCHARD PTE LTD,"100, ORCHARD ROAD, #01 - 03, CONCORDE HOTEL AND SHOPPING MALL, S 238840",238840
1.310255416,103.7953504,MINDCHAMPS PRESCHOOL @ HOLLAND V PTE. LTD.,"211, HOLLAND AVENUE, #04 - 01, HOLLAND ROAD SHOPPING CENTRE, S 278967",278967
1.331363455,103.7416836,MINDCHAMPS PRESCHOOL @ JTC SUMMIT PTE. LTD.,"8, JURONG TOWN HALL ROAD, #05 - 01, JTC SUMMIT, THE, S 609434",609434
1.338418061,103.6937689,MINDCHAMPS PRESCHOOL @ JURONG WEST PTE. LTD.,"20, JURONG WEST STREET 93, #02 - 06/07, JURONG WEST SPORTS&RECREATIONCTR, S 648965",648965
1.291455259,103.8570073,MindChamps PreSchool @ Marina Square,"6, RAFFLES BOULEVARD, #01 - 213, MARINA SQUARE, S 039594",39594
1.274827483,103.7990648,MINDCHAMPS PRESCHOOL @ MBC PTE. LTD.,"20, PASIR PANJANG ROAD, #02 - 25, MAPLETREE BUSINESS CITY, S 117439",117439
1.443185232,103.8157688,MINDCHAMPS PRESCHOOL @ NORDCOM II PTE. LIMITED,"2, GAMBAS CRESCENT, #01 - 26, NORDCOM TWO, S 757044",757044
1.303723214,103.8352403,MINDCHAMPS PRESCHOOL @ PARAGON PTE. LIMITED,"290, ORCHARD ROAD, #06 - 19/20, PARAGON, THE, S 238859",238859
1.292880411,103.8396509,Mindchamps Preschool @ River Valley Pte. Ltd.,"58 Kim Yam Road, #03 - 01, The Herencia, S 239359",239359
1.352061958,103.8606983,MINDCHAMPS PRESCHOOL @ SERANGOON PTE. LIMITED,"151, LORONG CHUAN, #03 - 06, NEW TECH PARK, S 556741",556741
1.352774256,103.9424917,MINDCHAMPS PRESCHOOL @ TAMPINES CENTRAL 6 PTE. LTD.,"2, TAMPINES CENTRAL 6, #02 - 00, NTUC INCOME TAMPINES POINT, S 529483",529483
1.297918415,103.8156547,MINDCHAMPS PRESCHOOL @ TANGLIN PTE LTD,"318, TANGLIN ROAD, #01 - 42, S 247979",247979
1.403938589,103.81885,Mindchamps Preschool @ The Brooks II Pte Limited,"25 Springside Green, #01-08, The Brooks II, S 786015",786015
1.33257175,103.8480526,MINDCHAMPS PRESCHOOL @ TPY PTE. LIMITED,"490, LORONG 6 TOA PAYOH, #05 - 12, HDB HUB, S 310490",310490
1.383600837,103.826022,Mindchamps Preschool @ UPT,"9, TAGORE LANE, #01 - 08, 9 @ TAGORE, S 787472",787472
1.303582681,103.7652845,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,"154, WEST COAST ROAD, #01 - 63-66, WEST COAST PLAZA, S 127371",127371
1.434758401,103.8027211,MINDCHAMPS PRESCHOOL @ WOODLANDS PTE. LTD.,"11, WOODLANDS CLOSE, #01 - 38, WOODLANDS 11, S 737853",737853
1.381537083,103.8467479,MINDCHAMPS PRESCHOOL @ YIO CHU KANG PTE. LTD.,"202, ANG MO KIO AVENUE 9, #01 - 204, YIO CHU KANG SWIMMING COMPLEX, S 569771",569771
1.436780959,103.8436189,MINDCHAMPS PRESCHOOL @ YISHUN PTE. LTD.,"6, YISHUN INDUSTRIAL STREET 1, #01 - 09, NORTH VIEW BIZHUB, S 768090",768090
1.327108132,103.8463743,MINDCHAMPS PRESCHOOL @ ZHONGSHAN PARK PTE. LTD.,"18, AH HOOD ROAD, #05 - 51, S 329983",329983
1.380605125,103.7600416,MINDCHAMPS PRESCHOOL @JUNCTION 10 PTE LIMITED,"1, WOODLANDS ROAD, #02 - 15, THE TENNERY, S 677899",677899
1.314617696,103.8659221,MINDCHAMPS PRESCHOOL@BOON KENG PTE LTD,"30A, KALLANG PLACE, #01 - 01, S 339213",339213
1.299294056,103.7874041,MINDCHAMPS PRESCHOOL@FUSION PTE LTD,"1, FUSIONOPOLIS WAY, #03 - 03, CONNEXIS, S 138632",138632
1.328030116,103.8789199,MINDCHAMPS PRESCHOOL@MACPHERSON PTE. LTD.,"56, KALLANG PUDDING ROAD, #01 - 01, HH @ KALLANG, S 349328",349328
1.284339935,103.8509824,MINDCHAMPS PRESCHOOL@ONE RAFFLES PLACE PTE.LTD,"1, RAFFLES PLACE, #06 - 00, ONE RAFFLES PLACE, S 048616",48616
1.414949726,103.8988205,MINDCHAMPS PRESCHOOL@PUNGGOL NORTHSHORE PTE LTD,"11, NORTHSHORE DRIVE, #01 - B, MARINA COUNTRY CLUB, S 828670",828670
1.321892909,103.8249627,MINDCHAMPS PRESCHOOL@RAFFLES TOWN CLUB PTE.LTD,"1, PLYMOUTH AVENUE, #03 - 00, S 297753",297753
1.325960765,103.9197331,MINI WORLD CHILD CARE & DEVELOPMENT CENTRE PTE LTD,"58, CHAI CHEE DRIVE, #01 - 122, S 460058",460058
1.336633631,103.9257449,MLC (BEDOK RESERVOIR PTE. LTD.,"718, BEDOK RESERVOIR ROAD, #01 - 4572, S 470718",470718
1.355066861,103.8469461,MLC (BISHAN PTE. LTD.,"201, BISHAN STREET 23, #01 - 467, S 570201",570201
1.455439679,103.8154609,MLC (CANBERRA PTE. LTD.,"482, ADMIRALTY LINK, #01 - 01, S 750482",750482
1.379306517,103.9362721,MLC (PASIR RIS PTE. LTD,"735, PASIR RIS STREET 72, #02 - 344, PASIR RIS WEST PLAZA, S 510735",510735
1.452909944,103.816973,MLC (SEMBAWANG PTE. LTD.,"406, SEMBAWANG DRIVE, #01 - 828, S 750406",750406
1.453845183,103.8195433,MLC (WELLINGTON PTE. LTD.,"511, CANBERRA ROAD, #03 - 01, SEMBAWANG MART, S 750511",750511
1.416983158,103.8352182,MLC (YISHUN PTE. LTD.,"849, YISHUN RING ROAD, #02 - 3701, S 760849",760849
1.316413209,103.7574513,MLK EDUCATION PTE. LTD.,"1, WEST COAST DRIVE, #01 - 05, NEWEST, S 128020",128020
1.354870365,103.8779549,MODERN MONTESSORI CHILD CARE & DEVELOPMENT CENTRE PTE LTD,"91, KOVAN ROAD, S 544914",544914
1.3921979,103.8984563,MODERN MONTESSORI PRE SCHOOL CENTRE,"248, COMPASSVALE ROAD, #01 - 618, S 540248",540248
1.444423023,103.7938837,MODERN MONTESSORI PRESCHOOL CENTRE,"750, WOODLANDS AVENUE 4, #01 - 317, S 730750",730750
1.355697692,103.832276,MODERN MONTESSORI PRESCHOOL CENTRE,"6, BRIGHT HILL DRIVE, S 579598",579598
1.360377133,103.7507669,MODERN MONTESSORI PRESCHOOL CENTRE,"368, BUKIT BATOK STREET 31, #01 - 485, S 650368",650368
1.376285083,103.7582823,MONTESSORI @ GRACELAND PTE LTD,"7, PHOENIX WALK, S 668111",668111
1.330665908,103.922844,MORAL  CHILD DEVELOPMENT CENTRE (CHEE HOON KOG,"542, BEDOK NORTH ST 3, #01 - 1296, S 460542",460542
1.343420947,103.9572751,MORIAH CHILD CARE AND DEVELOPMENT CENTRE,"31, SIMEI ROAD, S 529974",529974
1.339157872,103.7209314,MY WORLD PRESCHOOL LTD.,"354, KANG CHING ROAD, #01 - 23, S 610354",610354
1.444562069,103.8008116,MY WORLD PRESCHOOL LTD.,"787B, WOODLANDS CRESCENT, #01 - 82, S 732787",732787
1.444356968,103.7991197,MY WORLD PRESCHOOL LTD.,"725, WOODLANDS AVENUE 6, #01 - 494, S 730725",730725
1.440397238,103.7950203,MY WORLD PRESCHOOL LTD.,"863, WOODLANDS STREET 83, #01 - 190, S 730863",730863
1.346787765,103.85371,MY WORLD PRESCHOOL LTD.,"171, BISHAN ST 13, #01 - 13, S 570171",570171
1.321891966,103.7375516,MY WORLD PRESCHOOL LTD.,"55, TEBAN GARDENS ROAD, #01 - 455, TEBAN VIEW, S 600055",600055
1.454453186,103.8140352,MY WORLD PRESCHOOL LTD.,"462, SEMBAWANG DRIVE, #01 - 223, S 750462",750462
1.450076807,103.8207603,MY WORLD PRESCHOOL LTD.,"350B, CANBERRA ROAD, #01 - 221, S 752350",752350
1.437421341,103.8399825,MY WORLD PRESCHOOL LTD.,"270, YISHUN STREET 22 , #01 - 58, S 760270",760270
1.425825143,103.8325141,MY WORLD PRESCHOOL LTD.,"760, YISHUN ST 72, #01 - 314, S 760760",760760
1.385728259,103.8918596,MY WORLD PRESCHOOL LTD.,"281B, SENGKANG EAST AVENUE , #01 - 605, S 542281",542281
1.374908804,103.7735478,MY WORLD PRESCHOOL LTD.,"217, PETIR ROAD, #01 - 385, S 670217",670217
1.402485641,103.9167514,MY WORLD PRESCHOOL LTD.,"661B, EDGEDALE PLAINS, #01 - 616, WATERWAY SUNDEW, S 822661",822661
1.417323671,103.841553,MY WORLD PRESCHOOL LTD.,"502C, YISHUN STREET 51, #01 - 442, YISHUN PALM BREEZE, S 763502",763502
1.353953759,103.7397171,MY WORLD PRESCHOOL LTD.,"460, BUKIT BATOK WEST AVENUE 9, #01 - 01, MULTI STOREY CAR PARK, S 650460",650460
1.275236831,103.8426053,MY FIRST SKOOL,"2, TANJONG PAGAR PLAZA, #03 - 35, S 082002",82002
1.274831273,103.8109414,MY FIRST SKOOL,"63, TELOK BLANGAH HEIGHTS, #01 - 219, S 100063",100063
1.31966444,103.7691395,MY FIRST SKOOL,"339, CLEMENTI AVENUE 5, #01 - 258, S 120339",120339
1.318488054,103.7667016,MY FIRST SKOOL,"375, CLEMENTI AVENUE 4, #01 - 142, S 120375",120375
1.312511988,103.7632688,MY FIRST SKOOL,"428, CLEMENTI AVE 3, #01 - 450, S 120428",120428
1.294545257,103.8087511,MY FIRST SKOOL,"82, STRATHMORE AVENUE, #01 - 138, S 141082",141082
1.337359762,103.8511978,MY FIRST SKOOL,"55, LORONG 5 TOA PAYOH, #01 - 160, S 310055",310055
1.33166183,103.850483,MY FIRST SKOOL,"192, TOA PAYOH LORONG 4, #02 - 672, S 310192",310192
1.34276433,103.8558726,MY FIRST SKOOL,"219, LORONG 8 TOA PAYOH, #01 - 639, S 310219",310219
1.340273509,103.852085,MY FIRST SKOOL,"236, LORONG 1 TOA PAYOH, #01 - 66, S 310236",310236
1.331367283,103.8558703,MY FIRST SKOOL,"248, KIM KEAT LINK, #01 - 53, S 310248",310248
1.336268204,103.8583152,MY FIRST SKOOL,"14A, LORONG 7 TOA PAYOH, #01 - 229, S 311014",311014
1.324487369,103.8663682,MY FIRST SKOOL,"49, WHAMPOA SOUTH, #01 - 08, S 330049",330049
1.320539167,103.8696908,MY FIRST SKOOL,"66, KALLANG BAHRU ROAD, #05 - 473, S 330066",330066
1.309046519,103.8800076,MY FIRST SKOOL,"GUILLEMARD CRESCENT, S 390000",390000
1.310672211,103.8850317,MY FIRST SKOOL,"52, CASSIA CRESCENT, #01 - 181, S 390052",390052
1.311290904,103.8977034,MY FIRST SKOOL,"1, HAIG ROAD, #01 - 555, S 430001",430001
1.303208574,103.9143008,MY FIRST SKOOL,"18, MARINE TERRACE, #01 - 108, S 440018",440018
1.301191307,103.9051136,MY FIRST SKOOL,"80, Marine Parade Road, #04 - 08, Parkway Parade Shopping Centre, S 449269",449269
1.320852086,103.9337211,MY FIRST SKOOL,"1, BEDOK SOUTH AVENUE 1, #01 - 921, S 460001",460001
1.330835436,103.9406413,MY FIRST SKOOL,"187, BEDOK NORTH STREET 4, #01 - 01, S 460187",460187
1.326979571,103.9281308,MY FIRST SKOOL,"419, BEDOK NORTH ST 1, #01 - 152, S 460419",460419
1.331488459,103.9324654,MY FIRST SKOOL,"503, BEDOK NORTH STREET 3, #01 - 78, S 460503",460503
1.348044935,103.9570461,MY FIRST SKOOL,"135, SIMEI STREET 1, #01 - 54, S 520135",520135
1.351264877,103.9609412,MY FIRST SKOOL,"341, TAMPINES STREET 33, #01 - 264, S 520341",520341
1.345198085,103.9376886,MY FIRST SKOOL,"803, TAMPINES AVENUE 4, #01 - 89, S 520803",520803
1.360751384,103.9578771,MY FIRST SKOOL,"487C, TAMPINES STREET 45, #01 - 115, S 522487",522487
1.342706186,103.9530245,MY FIRST SKOOL,"3, SIMEI STREET 6, #06 - 06, EASTPOINT MALL, S 528833",528833
1.289426076,103.8222768,MY FIRST SKOOL,"106, HENDERSON CRESCENT, #01 - 37, S 150106",150106
1.303707698,103.8623446,MY FIRST SKOOL,"19, JALAN SULTAN, #01 - 180, S 190019",190019
